	A1_1	A1_2	A1_3	A1_4	A2_1	A2_2	A2_3	A2_4	L1_1	L1_2	L1_3	L1_4	M1_1	M1_2	M1_3	M1_4	M2_1	M2_2	M2_3	M2_4	M3_1	M3_2	M3_3	M3_4	M4_1	M4_2	M4_3	M4_4	M5_1	M5_2	M5_3	M5_4	S_1	S_2	S_3	S_4
ASV171	63	10	19	0	7	18	25	22	20	12	26	16	12	0	11	5	16	19	6	30	12	21	13	15	10	23	22	54	8	13	0	19	0	0	0	0
ASV172	0	72	0	0	0	0	0	0	54	35	70	0	0	0	0	0	87	0	33	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	99
ASV173	78	0	0	0	0	30	0	0	0	0	23	62	17	18	22	22	17	0	0	0	0	0	0	0	24	16	0	82	13	15	57	49	0	0	0	0
ASV174	0	0	0	24	0	70	0	0	0	0	81	0	0	0	0	58	0	30	0	0	0	0	55	0	55	51	75	4	0	0	0	42	0	0	0	0
ASV175	0	0	0	0	12	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	141	0	0	58	135
ASV176	0	0	0	0	0	0	0	0	0	0	61	0	0	0	76	0	98	0	0	0	0	0	94	0	0	0	0	0	0	0	94	0	86	0	34	0
ASV177	0	0	0	0	27	0	180	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	130	0	0	0	0	0	0	0	0	0	87	0	0
ASV178	15	24	19	25	0	54	53	20	21	27	0	19	0	47	0	0	21	20	0	27	27	0	23	24	31	0	7	0	13	0	25	0	0	0	0	0
ASV179	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	30	0	0	0	0	0	0	0	104	123	75	0	55	0	0	0	0	0	0	0	0
ASV180	0	0	0	0	0	75	0	57	0	0	0	75	0	0	0	0	0	0	91	0	0	100	0	0	0	62	0	0	0	0	0	0	20	34	0	27
ASV181	0	17	41	0	26	12	25	24	12	7	15	13	15	0	29	6	26	19	9	33	15	24	16	26	16	11	24	33	7	10	0	28	0	0	0	0
ASV182	0	0	0	103	0	97	0	0	0	0	45	0	0	0	0	0	0	0	0	0	47	0	128	47	0	71	0	0	0	0	0	0	0	0	0	0
ASV183	0	36	0	0	0	111	0	0	35	74	0	0	24	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	73	46	0	0	0	46	0	0
ASV184	0	37	64	30	0	15	101	73	0	38	0	0	21	0	0	0	0	24	47	0	0	0	19	0	65	0	0	0	0	0	0	0	0	0	0	0
ASV185	0	132	0	0	0	57	0	0	118	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	124	0
ASV186	53	0	31	0	0	0	0	41	0	0	0	0	0	0	50	0	0	0	0	0	0	0	88	76	0	0	41	0	39	0	0	59	51	0	0	0
ASV187	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	53	0	0	98	0	0	0	0	116	90	0	0	0	0	113	0	0	0
ASV188	0	0	0	0	0	0	0	0	114	0	0	0	0	98	0	0	0	137	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	77
ASV189	34	7	31	12	11	17	19	0	28	8	0	13	16	27	0	17	0	29	18	0	25	28	13	23	0	26	20	10	65	0	0	0	0	0	0	24
ASV190	0	0	18	0	9	3	15	22	12	10	28	8	8	20	0	12	16	9	7	15	8	14	19	26	23	50	13	57	26	19	17	36	0	0	0	0
ASV191	0	21	12	17	6	22	9	13	5	20	13	12	9	9	13	11	12	14	15	16	18	5	24	17	29	15	17	24	38	8	66	9	0	0	0	0
ASV192	0	0	0	75	73	0	0	73	64	0	0	0	0	0	0	0	96	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
ASV193	0	22	0	0	0	22	16	0	14	9	16	27	13	37	12	29	25	0	27	14	26	21	23	19	19	23	16	11	19	18	19	20	0	0	0	0
ASV194	0	0	0	0	0	43	0	0	21	0	30	29	49	0	0	31	0	0	0	16	77	0	0	51	35	0	0	0	0	119	0	12	0	0	0	0
ASV195	0	0	0	0	0	113	92	0	0	0	0	106	0	0	0	0	0	46	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	54	0	0
ASV196	0	19	31	0	32	15	19	18	31	34	0	0	16	0	18	0	51	18	52	0	0	66	14	0	0	0	9	0	23	43	0	0	0	0	0	0
ASV197	0	23	0	19	12	23	25	14	26	14	28	11	22	0	28	0	20	0	20	19	16	26	11	15	14	24	39	18	12	0	0	30	0	0	0	0
ASV198	0	8	0	0	0	29	13	0	6	15	25	29	20	29	13	24	12	16	26	13	23	28	16	16	24	19	26	21	14	23	5	14	0	0	0	0
ASV199	0	60	0	63	0	0	0	0	7	0	0	14	0	0	0	11	96	0	0	0	83	53	0	79	11	0	0	0	27	0	0	0	0	0	0	0
ASV200	0	0	0	0	0	0	0	0	14	0	0	0	63	0	83	0	0	0	106	77	69	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
ASV201	0	7	23	33	20	30	15	17	0	20	17	18	7	17	20	16	19	20	9	13	29	11	21	10	20	23	29	15	0	6	0	15	0	0	0	0
ASV202	0	0	0	0	61	0	0	0	0	0	0	0	64	0	0	0	0	0	0	54	0	0	74	0	0	0	0	48	0	82	0	0	32	0	47	37
ASV203	0	16	8	12	19	16	28	19	0	11	21	18	11	16	17	19	16	29	15	23	24	16	17	19	20	19	28	15	0	9	0	16	0	0	0	0
ASV204	0	0	0	72	0	0	0	0	0	0	0	0	0	80	0	120	0	0	0	82	0	0	0	0	0	0	0	0	0	88	0	0	15	16	24	0
ASV205	0	13	15	0	0	22	23	12	18	21	37	25	25	17	20	0	14	0	16	15	13	16	24	16	31	9	25	20	18	0	18	13	0	0	0	0
ASV206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	90	132	115	86	0
ASV207	59	0	0	0	0	0	0	0	0	0	0	93	77	0	0	0	0	0	80	0	0	0	0	0	0	0	0	97	0	0	85	0	0	0	0	0
ASV208	0	22	0	18	7	88	73	100	0	17	0	0	25	0	0	0	0	94	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
ASV209	59	14	18	0	32	17	10	39	0	0	0	0	23	0	0	0	0	7	68	0	29	0	22	0	0	74	20	52	0	0	0	0	0	0	0	0
ASV210	0	0	0	0	0	11	0	0	32	29	105	0	132	0	0	0	0	0	0	0	0	34	0	43	0	0	0	0	0	0	0	98	0	0	0	0
ASV211	0	13	0	20	0	28	95	0	0	32	0	0	0	0	0	38	0	0	0	28	0	0	0	0	0	0	106	0	0	0	0	121	0	0	0	0
ASV212	37	0	0	0	47	37	42	16	23	26	105	0	15	0	0	0	64	0	11	0	0	0	28	0	0	0	0	0	0	0	0	27	0	0	0	0
ASV213	22	10	30	14	7	10	14	0	28	10	0	17	13	45	0	20	0	22	19	0	33	17	17	14	0	7	22	10	0	34	43	0	0	0	0	0
ASV214	0	0	0	0	0	0	0	74	22	0	0	26	0	0	83	0	50	0	0	20	0	22	0	0	0	0	0	0	25	0	50	64	0	0	0	42
ASV215	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	177	0	174
ASV216	0	0	0	0	0	8	0	0	28	0	13	135	56	0	0	18	101	0	0	0	0	0	0	37	19	19	0	10	0	18	0	12	0	0	0	0
ASV217	0	19	104	0	24	15	33	29	0	27	0	0	17	0	0	0	0	21	0	0	0	0	0	0	0	0	97	86	0	0	0	0	0	0	0	0
ASV218	0	0	0	0	0	0	54	0	0	0	0	0	57	73	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	96	85	84	0
ASV219	54	0	0	0	0	44	51	0	0	0	0	132	0	63	0	0	0	0	91	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV220	0	0	0	0	0	32	0	36	14	0	120	0	0	0	13	0	0	0	15	74	0	0	0	0	0	0	0	0	44	0	26	0	0	0	95	0
ASV221	0	0	0	0	0	0	27	0	0	0	0	0	62	0	0	0	0	0	0	0	0	82	0	100	0	0	0	0	0	0	0	0	68	62	67	0
ASV222	73	0	0	0	13	0	25	0	19	0	0	0	0	0	0	25	46	142	0	0	0	0	0	36	20	0	0	0	0	50	0	18	0	0	0	0
ASV223	61	0	0	0	0	0	0	0	89	0	0	85	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	77	0	0	64	0	0	0	0	0
ASV224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	105	79	0	112	38	0	0	0	0	0	102	0
ASV225	138	0	0	0	0	0	11	0	10	0	0	80	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	15	0	128	0	0	0	0	0
ASV226	0	0	0	0	0	70	0	0	0	0	0	107	0	0	0	0	76	0	82	0	9	91	9	0	0	0	7	0	12	0	0	0	0	0	0	0
ASV227	0	61	0	0	92	12	80	25	25	17	0	0	13	0	0	0	0	75	16	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
ASV228	0	0	0	0	0	0	0	0	17	0	0	0	30	0	45	0	0	0	38	46	53	84	0	0	0	0	148	0	0	0	0	0	0	0	0	0
ASV229	0	0	0	0	91	0	0	63	0	0	0	0	0	47	103	0	0	0	0	0	0	0	0	78	0	0	77	0	0	0	0	0	0	0	0	0
ASV230	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	89	0	0	121	0	0	0	0	0	0	171	33	0	0	0	0	0	0	0	0
ASV231	0	0	0	0	0	19	0	0	33	43	13	0	0	0	0	29	0	0	75	0	37	45	47	39	8	41	0	9	0	13	0	7	0	0	0	0
ASV232	0	0	0	0	36	25	39	0	7	0	24	0	19	0	0	17	0	0	0	0	58	0	49	0	27	77	34	27	0	0	0	14	0	0	0	0
ASV233	0	0	0	78	0	0	0	0	0	0	0	0	53	0	0	0	140	0	0	0	105	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
ASV234	0	20	0	69	16	18	65	0	0	0	0	0	16	0	60	0	0	0	0	0	0	0	0	25	98	0	20	0	0	0	0	46	0	0	0	0
ASV235	23	57	29	31	32	37	14	78	0	75	0	0	23	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV236	17	16	12	0	34	11	19	24	0	40	0	0	15	42	29	0	0	36	24	0	22	0	15	28	4	11	16	0	23	12	0	0	0	0	0	0
ASV237	8	22	14	26	0	14	23	15	30	17	18	0	0	0	106	0	0	12	0	0	7	0	14	11	32	22	21	28	0	0	0	10	0	0	0	0
ASV238	0	0	0	0	0	23	0	42	27	0	51	31	0	0	24	13	15	0	15	39	11	20	0	28	0	0	17	35	22	0	13	24	0	0	0	0
ASV239	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	74	74	0	0	0	55	0	114	0	0	57	0	40	0	0	0	0
ASV240	0	0	0	0	0	0	0	0	89	0	0	90	0	0	0	0	0	0	0	0	0	0	0	18	0	0	99	61	24	0	68	0	0	0	0	0
ASV241	0	0	0	0	0	0	0	0	0	0	0	93	0	95	0	0	76	50	0	0	0	0	0	0	0	0	80	0	0	0	0	54	0	0	0	0
ASV242	58	0	0	0	0	0	0	0	0	67	0	0	0	75	0	0	57	0	0	0	0	0	75	0	0	0	114	0	0	0	0	0	0	0	0	0
ASV243	0	0	0	0	0	17	0	0	19	0	0	12	0	61	0	0	55	0	27	16	16	24	0	39	28	21	23	32	21	0	35	0	0	0	0	0
ASV244	0	95	0	0	0	0	0	73	0	0	0	0	97	0	0	0	0	0	0	146	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV245	0	39	35	0	0	64	0	0	0	0	0	0	44	66	0	0	0	0	98	0	0	0	0	0	0	54	0	0	0	0	0	45	0	0	0	0
ASV246	0	80	0	0	0	0	73	0	71	0	0	0	0	0	0	0	0	0	93	0	0	0	29	21	24	0	0	0	0	0	0	54	0	0	0	0
ASV247	0	89	0	0	0	54	0	0	76	0	0	0	53	0	0	0	0	0	0	60	63	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV248	39	0	0	0	0	88	0	0	51	0	0	0	27	0	0	0	0	0	0	46	39	0	0	0	0	0	0	0	0	0	82	70	0	0	0	0
ASV249	0	0	0	54	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	25	41	0
ASV250	0	0	0	0	0	61	0	0	0	0	0	75	0	0	0	0	0	0	52	0	100	0	0	0	0	0	0	16	0	78	0	0	0	0	0	60
ASV251	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	40	63	0	0	0	0	0	0	0	0	0	0	0	92	139	0	64	0	0	0	0
ASV252	0	0	0	0	72	0	0	0	15	0	96	0	0	58	0	23	0	0	43	0	0	53	0	0	0	0	0	52	0	0	28	0	0	0	0	0
ASV253	0	0	0	0	0	0	0	108	0	22	0	0	27	68	0	0	0	22	0	0	0	0	65	69	0	0	0	0	0	0	0	0	0	58	0	0
ASV254	0	11	47	0	23	31	0	18	25	15	0	28	0	0	0	40	0	40	0	25	0	0	0	14	62	43	17	0	0	0	0	0	0	0	0	0
ASV255	14	10	19	12	29	24	19	0	9	23	0	86	20	0	0	12	0	18	15	20	0	0	0	0	39	51	0	0	0	0	0	16	0	0	0	0
ASV256	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	25	0	0	59	42	0	0	99	39	0	0	0	0	0	29	0	60	0	0	0	0
ASV257	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	72	72	0	0	88
ASV258	33	21	33	30	0	0	0	35	0	9	40	0	8	96	0	0	0	7	78	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0
ASV259	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	29	97	0	40	0	0	0	0	0	0	0	0	0	80	99	0	14	0	0	0	0
ASV260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	73	105	0	0	0	0	0	171	0
ASV261	0	29	0	0	0	0	51	0	0	0	25	0	20	0	0	21	29	0	0	0	0	0	10	0	23	65	25	10	17	32	53	20	0	0	0	0
ASV262	0	0	0	0	18	0	0	0	0	0	0	0	0	0	109	0	0	0	87	0	55	0	0	0	0	0	0	119	0	0	0	0	0	0	42	0
ASV263	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	40	0	0	74	33	17	84	0	0	83	0	0	0	0	0	0	0	0	0
ASV264	0	0	0	0	33	40	39	0	54	0	0	0	22	0	0	0	0	100	0	0	0	0	44	0	0	0	0	0	57	0	0	0	0	40	0	0
ASV265	0	47	42	0	0	117	0	0	0	95	0	0	10	0	0	77	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV266	0	66	66	0	26	20	20	0	25	0	22	0	17	0	0	31	0	0	0	0	0	0	0	0	24	0	0	33	54	0	0	23	0	0	0	0
ASV267	35	52	20	14	30	24	14	78	0	49	0	0	20	0	0	0	0	42	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV268	0	0	0	0	13	0	25	0	26	86	18	13	0	0	0	16	28	0	11	24	23	15	0	24	0	0	21	0	19	14	25	23	0	0	0	0
ASV269	32	22	14	0	7	20	13	26	0	0	0	0	10	0	0	0	0	10	0	78	0	0	9	0	0	63	42	0	0	0	77	0	0	0	0	0
ASV270	0	0	0	0	0	61	33	0	0	16	0	0	0	29	24	0	0	123	0	0	0	0	94	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV271	0	0	0	0	22	10	0	0	0	0	29	0	70	0	0	31	135	0	0	0	0	0	0	36	19	30	0	24	0	16	0	0	0	0	0	0
ASV272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	72	0	0	0	0	0	43	99	153
ASV273	51	0	0	0	85	0	20	0	0	0	0	0	13	0	0	0	64	127	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
ASV274	19	10	6	18	27	16	28	0	20	29	0	59	18	0	0	9	0	24	21	18	0	0	0	0	47	39	0	0	0	0	0	12	0	0	0	0
ASV275	11	19	24	27	0	44	49	10	9	27	0	8	0	26	0	0	27	7	0	16	21	0	18	17	26	0	17	0	16	0	0	0	0	0	0	0
ASV276	0	0	0	0	0	0	0	0	0	60	32	0	51	0	0	24	0	0	0	0	22	0	28	16	16	28	61	0	81	0	0	0	0	0	0	0
ASV277	0	0	0	0	0	18	0	0	25	0	0	12	0	0	0	52	26	0	27	21	10	12	0	35	29	23	25	21	21	0	62	0	0	0	0	0
ASV278	8	18	0	9	20	15	14	11	8	15	7	9	17	13	0	12	19	11	6	20	7	13	20	0	18	8	11	6	102	0	0	0	0	0	0	0
ASV279	72	13	0	0	0	93	0	0	0	0	0	63	0	0	0	48	0	15	0	0	0	40	3	0	0	0	0	0	69	0	0	0	0	0	0	0
ASV280	0	55	0	0	0	0	0	0	0	0	27	0	0	0	0	22	84	0	53	0	0	48	0	0	0	0	0	0	0	95	32	0	0	0	0	0
ASV281	0	39	54	0	0	0	0	0	0	0	0	0	69	0	0	0	0	44	0	0	49	0	40	0	63	57	0	0	0	0	0	0	0	0	0	0
ASV282	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	90	75	34	61	0	0	88	0	0	0	0
ASV283	0	12	0	0	0	0	0	0	0	74	20	21	0	86	0	0	0	0	0	0	66	0	16	0	37	24	20	0	0	0	35	0	0	0	0	0
ASV284	20	12	10	25	0	11	34	4	54	13	23	0	33	0	0	0	0	25	0	0	25	0	6	8	19	16	17	0	25	29	0	0	0	0	0	0
ASV285	0	0	0	0	0	0	0	0	0	0	25	44	59	29	24	34	30	0	0	0	0	0	0	0	14	14	0	54	16	30	36	0	0	0	0	0
ASV286	46	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	53	82	0	68	0	0	0	48	0	0	0
ASV287	0	26	20	0	0	35	18	0	55	17	0	0	18	0	0	0	0	0	0	0	22	0	21	0	0	0	62	26	11	0	0	77	0	0	0	0
ASV288	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	87	99	0	0
ASV289	0	0	0	0	0	0	0	0	0	0	41	0	87	0	0	0	0	0	0	91	0	0	0	0	35	0	0	87	0	45	0	0	0	0	20	0
ASV290	13	25	27	16	0	35	18	20	18	25	8	0	0	0	0	0	0	18	0	0	11	0	24	12	38	25	31	28	0	0	0	13	0	0	0	0
ASV291	0	0	0	0	47	38	22	0	6	87	0	0	16	21	22	0	0	0	0	19	13	0	17	0	28	0	0	0	2	0	10	21	0	0	36	0
ASV292	0	0	0	0	0	36	0	105	19	0	0	21	9	73	34	0	0	0	0	44	0	0	11	0	0	0	23	0	18	0	11	0	0	0	0	0
ASV293	0	0	0	0	0	0	0	0	0	0	0	0	64	166	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV294	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	74	0	0	0	0	0	78	0	60	0	0	0	0	0	0	66	72	0	0	0	0
ASV295	16	12	5	4	89	11	9	8	0	10	9	0	19	46	32	0	0	24	0	54	7	0	6	0	8	2	12	0	19	0	0	0	0	0	0	0
ASV296	0	0	0	0	0	0	16	0	35	0	19	22	0	0	48	23	14	0	0	15	8	22	0	10	43	0	15	0	21	32	38	20	0	0	0	0
ASV297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	243	0	0
ASV298	0	66	0	0	155	41	0	0	46	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV299	0	11	0	0	0	0	0	0	0	0	22	29	32	0	37	0	0	57	0	0	34	0	14	0	0	33	23	107	0	0	0	0	0	0	0	0
ASV300	25	19	0	12	0	7	0	34	0	27	68	0	17	0	63	0	0	0	0	0	74	0	7	0	0	12	33	0	0	0	0	0	0	0	0	0
ASV301	0	0	0	0	0	0	45	0	0	0	43	0	18	0	89	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	73	0	0	0	0	70
ASV302	0	0	0	0	0	0	0	0	23	0	0	51	0	0	0	16	0	0	25	0	0	72	0	0	0	75	0	0	98	0	0	17	0	21	0	0
ASV303	0	22	15	48	16	11	18	0	0	26	73	92	0	0	16	0	0	9	0	0	0	0	13	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV304	121	37	0	0	85	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	61	0	0	0	0	0	0	0	0	0	0	0	0
ASV305	0	5	0	38	18	19	20	17	22	16	23	10	19	14	11	0	0	22	17	0	0	0	30	18	10	12	24	0	0	11	0	20	0	0	0	0
ASV306	0	0	0	0	0	0	0	28	0	97	46	0	0	57	0	0	89	0	0	0	0	0	18	0	0	0	60	0	0	0	0	0	0	0	0	0
ASV307	0	18	0	72	0	26	0	0	0	0	0	40	11	0	0	0	0	0	17	0	0	0	20	0	15	0	0	76	80	20	0	0	0	0	0	0
ASV308	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
ASV309	71	24	69	0	0	25	0	0	0	25	49	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	41	45	23	0	0	0	0
ASV310	0	0	18	0	0	41	14	49	0	41	0	0	29	0	0	0	0	0	58	0	13	28	13	45	0	0	0	23	20	0	0	0	0	0	0	0
ASV311	0	0	0	0	0	0	54	0	9	33	20	0	0	0	74	15	0	0	0	0	0	0	0	0	11	0	24	13	51	14	67	7	0	0	0	0
ASV312	10	6	40	6	13	8	0	28	18	13	8	7	0	0	8	0	6	24	9	8	6	22	8	11	12	19	19	8	24	9	26	15	0	0	0	0
ASV313	0	18	0	0	0	23	51	0	0	57	11	16	0	0	0	0	0	23	0	0	0	0	0	45	45	10	22	0	21	0	49	0	0	0	0	0
ASV314	15	15	0	20	109	0	0	112	0	15	0	0	45	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV315	0	0	61	0	0	16	0	0	0	0	0	80	0	0	0	0	0	0	0	0	37	0	52	0	20	27	27	0	28	0	41	0	0	0	0	0
ASV316	0	0	0	0	0	0	0	0	0	0	0	19	0	0	140	21	0	0	0	0	0	0	0	90	34	0	68	0	0	0	0	17	0	0	0	0
ASV317	127	0	0	102	0	71	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV318	0	0	0	0	18	60	0	0	33	0	23	24	0	0	0	8	14	0	11	22	24	26	0	34	0	0	22	0	24	16	17	12	0	0	0	0
ASV319	0	0	0	0	0	0	0	0	0	0	37	71	0	0	0	27	0	0	0	106	0	0	0	0	0	0	0	0	0	74	30	42	0	0	0	0
ASV320	70	14	0	24	0	0	62	0	0	39	0	0	0	0	0	55	0	0	0	56	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV321	0	26	0	0	40	30	0	71	0	67	0	0	0	54	0	0	57	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV322	0	20	0	0	0	28	0	44	0	0	29	37	0	0	0	15	20	0	18	23	11	18	0	21	0	0	26	0	24	0	11	41	0	0	0	0
ASV323	0	0	0	0	66	15	0	0	91	0	0	0	0	24	0	37	0	0	8	0	61	0	0	0	15	0	49	0	0	20	0	0	0	0	0	0
ASV324	0	17	0	0	0	0	79	0	0	110	0	0	15	54	0	0	0	0	27	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	39	0
ASV325	0	0	40	0	0	1	0	0	0	54	40	0	0	66	0	0	0	0	32	0	0	0	24	39	0	36	31	0	22	0	0	0	0	0	0	0
ASV326	0	25	19	8	0	10	0	17	0	0	21	73	12	0	17	0	19	0	3	56	10	0	19	0	19	7	17	0	16	15	0	0	0	0	0	0
ASV327	0	77	30	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	97
ASV328	0	0	0	0	0	0	150	61	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
ASV329	0	0	0	0	0	0	0	51	0	0	0	91	0	0	0	0	51	0	0	0	0	0	103	0	0	0	0	0	86	0	0	0	0	0	0	0
ASV330	0	0	0	0	0	0	36	0	29	0	15	13	0	0	37	11	4	69	0	19	5	10	0	20	26	0	6	0	23	24	22	12	0	0	0	0
ASV331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	47	0	0	0	0	0	0	0	0	0	151	0	0	0	127	0
ASV332	11	3	32	4	17	8	0	21	12	14	8	13	0	0	10	0	12	11	20	13	13	8	3	13	15	42	11	13	14	5	21	13	0	0	0	0
ASV333	0	0	0	87	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	146	0	0
ASV334	0	0	0	0	64	0	62	8	21	22	0	0	7	0	0	0	0	0	21	42	106	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV335	0	0	0	0	0	0	36	0	13	0	32	0	0	106	0	35	36	0	0	0	0	0	0	32	0	0	0	0	34	0	54	0	0	0	0	0
ASV336	0	0	0	0	93	0	0	0	124	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
ASV337	86	0	0	0	46	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	53	36	25	50
ASV338	0	28	1	0	17	15	22	12	15	6	4	23	12	0	13	14	17	8	10	0	10	14	30	13	7	25	15	8	8	9	10	11	0	0	0	0
ASV339	0	26	0	0	0	0	56	0	0	0	77	47	28	0	0	0	43	0	0	33	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	31
ASV340	19	9	19	0	0	6	54	23	0	29	0	0	8	49	15	0	0	16	42	0	5	0	5	15	6	12	16	0	16	11	0	0	0	0	0	0
ASV341	0	0	0	57	0	22	0	0	0	0	0	31	20	0	0	0	0	0	20	0	0	0	12	79	30	0	32	17	0	0	0	54	0	0	0	0
ASV342	0	8	17	0	21	15	19	13	0	14	19	15	4	17	19	12	5	22	8	24	13	20	8	10	17	9	24	0	0	10	0	10	0	0	0	0
ASV343	0	0	0	0	22	59	0	42	34	13	0	68	33	0	0	0	51	0	0	18	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV344	0	0	0	0	0	0	0	0	0	0	52	0	0	54	33	0	67	0	0	0	0	0	0	101	0	0	65	0	0	0	0	0	0	0	0	0
ASV345	0	0	0	53	0	30	0	0	0	0	28	0	0	0	0	114	0	11	0	0	0	0	34	0	34	33	29	6	0	0	0	0	0	0	0	0
ASV346	0	35	0	0	0	0	0	0	0	162	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0
ASV347	0	20	0	0	26	37	46	23	19	43	0	0	19	0	0	0	29	0	0	0	0	0	0	17	0	0	0	27	20	0	0	45	0	0	0	0
ASV348	0	0	0	0	0	0	0	0	0	30	60	0	0	0	0	62	0	0	0	0	33	0	30	48	23	0	52	0	32	0	0	0	0	0	0	0
ASV349	0	0	71	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	122	78	0	46	0	0	0	0	0	0	0	0	0
